scenario,seed,arm,decision_loss,position_rmse,best_hypothesis_rmse,selection_rate,mixture_rate,abstention_rate,wrong_mode_action_rate,mean_nees,p95_nees,coverage95_rate,mean_residual_mass,cross_diagnostic_rate,strong_floor_rate,ramp_diagnostic_rate,influence_cap_rate,trust_alert_rate,mean_raw_trust,minimum_raw_trust,mean_raw_only_precision_fraction,mean_trust_residual_mass,strategic_alert_rate,nonstrategic_alert_rate,quarantine_rate,mean_sensor_speed,shadow_max_decision_loss_difference,shadow_action_difference_rate,runtime_seconds,trace_fingerprint
stable_control,20019,cross_channel,0.2841543266093064,0.3231894913057375,0.3231894913057375,1.0,0.0,0.0,0.0,1.9071543866920186,6.186294314418467,0.94375,0.012550552381246768,0.1125,0.0,1.0,0.0,0.0,0.9958196991386365,0.805677132828424,0.0,0.0,0.0,0.0,0.0125,1.0175787450122207,0.0,0.0,29.958337417105213,ac661382c0546fa31959ff75bc0085cff3d2e18cd84b4d8d96b8201ba9d62949
stable_control,20020,cross_channel,0.24768518854865706,0.2846197085280038,0.2846197085280038,1.0,0.0,0.0,0.0,1.4749948692166979,4.543690892144375,0.975,0.013044257841656517,0.08125,0.0,1.0,0.0,0.0,0.9973387852725739,0.8384199188468872,0.0,0.0,0.0,0.0,0.0,1.0473339579103036,0.0,0.0,30.244326333049685,0fc588737ea534c06995e0a67c633b4ecf0f6b4f6d36ac84102cd835cb678bea
stable_control,20021,cross_channel,0.2519071659030205,0.2949027524415933,0.2949027524415933,1.0,0.0,0.0,0.0,1.474638572577963,5.196797696836777,0.9625,0.010489369859445919,0.06875,0.0,0.99375,0.0,0.0,0.9966952110136287,0.8269583452711953,0.0,0.0,0.0,0.0,0.0,0.6857012817424505,0.0,0.0,30.3710199999623,647a09ab98da04e68535691514e5617c1f9b144bb02383bf16234f69b547e2fd
stable_control,20022,cross_channel,0.2766179956011019,0.3073220580460141,0.3073220580460141,1.0,0.0,0.0,0.0,1.7085043575339978,4.112453972451628,0.975,0.013929701622686136,0.1125,0.0,1.0,0.0,0.0,0.9950181546161566,0.6147607621269574,0.0,0.0,0.0,0.0,0.0,0.8198143010031433,0.0,0.0,31.00276912515983,bdfbff98a9e639391f1474aa523b3f8b0890e4d81008802c3bb5383dcceb898d
stable_control,20023,cross_channel,0.2752073537905235,0.309138912517693,0.309138912517693,1.0,0.0,0.0,0.0,1.773779385585034,5.1008327955819945,0.9625,0.012558544391826913,0.0875,0.0,1.0,0.0,0.0,0.9957840736173674,0.7149951189011797,0.0,0.0,0.0,0.0,0.01875,1.1106450075771632,0.0,0.0,31.079013040987775,a5f2b5e15a7ec4cb005fad3b9a2bc88f2cef02de10483c4d3240fd0bc2cd326b
stable_control,20024,cross_channel,0.2784754513520652,0.3147558326083805,0.3147558326083805,1.0,0.0,0.0,0.0,1.805815111799853,5.868515211453206,0.95,0.011988939234814155,0.1,0.0,1.0,0.0,0.0,0.9976642014820625,0.9143177350179833,0.0,0.0,0.0,0.0,0.01875,1.0145495631418797,0.0,0.0,29.753294040914625,d3153614d8968eb645ea6eb77a71ec9c273373bbbac3b5b8f069511b9b1053cb
stable_control,20025,cross_channel,0.29293823950227205,0.32912554222694324,0.32912554222694324,1.0,0.0,0.0,0.0,1.924144458774181,5.288612598192657,0.9625,0.01390888919882429,0.1,0.0,1.0,0.0,0.0,0.9941616541701318,0.7486440968607302,0.0,0.0,0.0,0.0,0.0,0.8236524997709267,0.0,0.0,29.662870124913752,0958134e3d9b0f1508afd09e905a9bae1d5b1d2997400543ba0444ef9de52ed2
stable_control,20026,cross_channel,0.287798115245664,0.33044541156471624,0.33044541156471624,1.0,0.0,0.0,0.0,1.9156648191894348,6.38146022258016,0.9375,0.011066157520468047,0.08125,0.0,1.0,0.0,0.0,0.9964397746509478,0.8242222722628492,0.0,0.0,0.0,0.0,0.0,0.9677278349269848,0.0,0.0,30.099561458919197,2490cafec0972dcfd35125435b8ad4d5f2162b90b4750942d6e0737fcfa78f94
stable_control,20027,cross_channel,0.2664870220463772,0.3039058871653396,0.3039058871653396,1.0,0.0,0.0,0.0,1.723813527434438,5.375026440280441,0.96875,0.012311178099093906,0.05625,0.0,1.0,0.0,0.0,0.998764267378691,0.8852065418432047,0.0,0.0,0.0,0.0,0.0,0.7882931615216296,0.0,0.0,30.29991766694002,cb5e8ad4fd32c2ce506e42ff71904d3c35b6374449779093e14a8d7abd39d9a3
stable_control,20028,cross_channel,0.24705401586582149,0.27344432632179955,0.27344432632179955,1.0,0.0,0.0,0.0,1.3734036667614626,3.659528434154018,1.0,0.011577509604503813,0.09375,0.0,1.0,0.0,0.0,0.9965167444156917,0.7734914274885334,0.0,0.0,0.0,0.0,0.0,0.801364649182784,0.0,0.0,30.3330134160351,ee075db1d98c9d20a0be4ef4d37ca298af1c5349aaedb78ac0f2609159e83e22
stable_control,20029,cross_channel,0.27124508123757357,0.30229424946117167,0.30229424946117167,1.0,0.0,0.0,0.0,1.653484947292272,4.497987175504536,0.975,0.010443876944380502,0.0625,0.0,1.0,0.0,0.0,0.9976095677247099,0.8088928555261665,0.0,0.0,0.0,0.0,0.0,1.0468499133402687,0.0,0.0,30.375211165985093,ef55670554399519712a37d290dedb48eccf2c9685fde2328f969a11475ac73f
stable_control,20030,cross_channel,0.2991780195289145,0.3424032451962453,0.3424032451962453,1.0,0.0,0.0,0.0,2.1662030507129346,6.467603647262544,0.93125,0.013120524633298145,0.09375,0.0,1.0,0.0,0.0,0.9966886130377208,0.7635684074056825,0.0,0.0,0.0,0.0,0.0,0.901410712283198,0.0,0.0,30.7459118750412,a45b40d8c602860c4c8ca92226d8236f3860d873e64615ba646fa3c091e71010
stable_control,20031,cross_channel,0.27705678392234645,0.30667878853439845,0.30667878853439845,1.0,0.0,0.0,0.0,1.7300509206556924,4.950875501780054,0.9625,0.013059808507910092,0.0625,0.0,0.99375,0.0,0.0,0.9968662507308619,0.7972840493238856,0.0,0.0,0.0,0.0,0.0,0.8764163219297343,0.0,0.0,30.6946730830241,cf81dd16d1c7ad682c56ad46bdfdfd1f17a2a32e6047651d4b7ebce5284795e7
stable_control,20032,cross_channel,0.2803810967626233,0.31534178023557613,0.31534178023557613,1.0,0.0,0.0,0.0,1.7993060667782441,5.347470004696443,0.96875,0.013612408977385828,0.0875,0.0,1.0,0.0,0.0,0.9975416161898389,0.8449280973878401,0.0,0.0,0.0,0.0,0.00625,0.9562920440503533,0.0,0.0,29.776095541892573,72395e35fcef921493ac15519ba79e39672252b28f845208a2dd910b05578168
stable_control,20033,cross_channel,0.26660770646950527,0.28504793213942137,0.28504793213942137,0.9875,0.0,0.0125,0.0,1.4547748949874793,3.899501919489828,0.98125,0.01614028996342151,0.1125,0.0,0.99375,0.0,0.0,0.9932609759849814,0.5499988731641221,0.0,0.0,0.0,0.0,0.0,1.3677696610376127,0.0,0.0,30.067429041024297,05241236ff434185056ad9fa7d88c5fd5a3f1cf4e889ac8aaf928383c2f9bead
stable_control,20034,cross_channel,0.26778924025776296,0.3035337939598434,0.3035337939598434,1.0,0.0,0.0,0.0,1.6513143747695918,4.8287235555802,0.9875,0.011912853827956978,0.08125,0.0,1.0,0.0,0.0,0.9979803762218197,0.8911902395430844,0.0,0.0,0.0,0.0,0.03125,0.9469389865015068,0.0,0.0,30.12065716716461,c88e263e2e0e1232ed7f05cbc94f298228b53e090193393b67472feeb9b3cbff
stable_control,20035,cross_channel,0.2862256292129093,0.32606540009617446,0.32606540009617446,1.0,0.0,0.0,0.0,1.9587635038027353,5.920051343740889,0.95,0.014971085451590923,0.08125,0.0,1.0,0.0,0.0,0.9956411635347276,0.7926903282279587,0.0,0.0,0.0,0.0,0.0,0.8488092007994315,0.0,0.0,30.11417429195717,4d14ed5a84d7a76aa0a75ae3898f02648d8ffea306a9516ce38906b81300414f
stable_control,20036,cross_channel,0.2706344139586129,0.30629685261589235,0.30629685261589235,1.0,0.0,0.0,0.0,1.695193532529709,4.818614813966791,0.96875,0.010423297615865778,0.0625,0.0,1.0,0.0,0.0,0.9969853779827307,0.8278735997552835,0.0,0.0,0.0,0.0,0.0,1.3085356654831406,0.0,0.0,30.164913167012855,1025329412487edcb2ec915c2b0d237d681a965f6b95813d5b0087acff99088c
stable_control,20037,cross_channel,0.2597242755581711,0.28965937372613443,0.28965937372613443,1.0,0.0,0.0,0.0,1.5561074616705965,4.34638292748514,0.99375,0.012327836439257353,0.125,0.0,1.0,0.0,0.0,0.9947409396485796,0.67967514564231,0.0,0.0,0.0,0.0,0.0,0.8867486559204739,0.0,0.0,30.392067458014935,ec5ba17aa057a4b6e37e0c90b1bcd5c9699ec2ec586d7dda13dd5fd9d1583a6c
stable_control,20038,cross_channel,0.2507684502164853,0.2830902980998705,0.2830902980998705,1.0,0.0,0.0,0.0,1.4554395464512553,4.791415956312869,0.98125,0.011345163937718908,0.075,0.0,1.0,0.0,0.0,0.9966533304817464,0.7243593417116498,0.0,0.0,0.0,0.0,0.0,1.135638688828187,0.0,0.0,30.79152062512003,fa8ff1795eb897d3d2eb3f0f7f08f88ac719145d8d21b6f9106d9d8e9d46b370
stable_control,20039,cross_channel,0.28679902667897766,0.32129532857040566,0.32129532857040566,1.0,0.0,0.0,0.0,1.8340845160215031,5.0793626366989075,0.975,0.012423223654846575,0.075,0.0,1.0,0.0,0.0,0.9971346818424713,0.8607996859239889,0.0,0.0,0.0,0.0,0.0,1.0843168033180777,0.0,0.0,30.608461417024955,5858c2c5eb8b7415e47603a0881e36130a1e825ebac915a35ccaed4f09ccc4a4
stable_control,20000,ramp_rate,0.28729238068569424,0.32097829319667437,0.32097829319667437,1.0,0.0,0.0,0.0,1.9065715964874859,5.238877860845908,0.975,0.012249619186558845,0.09375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8727470610075578,0.0,0.0,30.468409833032638,0d2f2a71f145f6b2a7a2a065ba7d41d1333023fb49e1c2ff4d9a8751ce345740
stable_control,20001,ramp_rate,0.2601888835246936,0.2981006902854293,0.2981006902854293,1.0,0.0,0.0,0.0,1.5524321718033023,4.149900773291518,0.975,0.011058812082399916,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8829990577960807,0.0,0.0,30.041777041042224,dfdf705ea951f7261237cd7feb664dc3154ec4b40c94755f06e1eda62c7850df
stable_control,20002,ramp_rate,0.282329015333716,0.3124490409401511,0.3124490409401511,0.9875,0.0,0.0125,0.0,1.7539994952501043,5.990825155580213,0.95,0.017896529091257322,0.11875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2301823121394058,0.0,0.0,30.82985083386302,2552af2856e6bc6a038904cdec3b21b57ec583f738d99bd656eb4d35178a2409
stable_control,20003,ramp_rate,0.2613018039107262,0.3015938943442577,0.3015938943442577,1.0,0.0,0.0,0.0,1.6536212287684129,5.283095214148917,0.9625,0.015775778917750324,0.14375,0.0,0.99375,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66817267224814,0.0,0.0,29.58865633304231,0f52c9ed568adc906a7dca7d2af3852dc2b5b09bbf91655a4a10188dfff9d111
stable_control,20004,ramp_rate,0.27481066379723174,0.30887157439209223,0.30887157439209223,1.0,0.0,0.0,0.0,1.755600192993676,4.934592113091182,0.975,0.014025486291970961,0.16875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9031812654033761,0.0,0.0,29.7477204578463,3dfbe4107460eb3d453b9765a90a2ab4dd660ac69344fcf495b72b46eaf48823
stable_control,20005,ramp_rate,0.2699525834213115,0.30677265908332485,0.30677265908332485,1.0,0.0,0.0,0.0,1.7439260064759092,4.921520824811473,0.9625,0.010200721779829494,0.04375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00625,0.6527333126871693,0.0,0.0,30.587526750052348,05ea39e54dbb09871ded9e562d2142b2ec3859e44d185cd959377929a250f818
stable_control,20006,ramp_rate,0.2666721478432663,0.30220564906304204,0.30220564906304204,1.0,0.0,0.0,0.0,1.6726500423964132,4.480442355570401,0.98125,0.012598159510258295,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9914063169580327,0.0,0.0,30.29487849981524,b4e64b2b6dc806476cefd4f0af8a7bcd365361d5dd0c5f70c6179e5cb3e663af
stable_control,20007,ramp_rate,0.2738508204715034,0.3077006408804126,0.3077006408804126,1.0,0.0,0.0,0.0,1.7514411967637993,4.986177404628046,0.96875,0.015847166782620766,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7716660270980653,0.0,0.0,29.308799791848287,61ec0078bba47a75f425d8e4d701bfd363055f98a6b56283a2e2934b0695d773
stable_control,20008,ramp_rate,0.2746359451444019,0.30077739844450363,0.30077739844450363,0.99375,0.0,0.00625,0.0,1.6655311565777957,4.900618896074735,0.96875,0.015998818306992076,0.09375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00625,0.9432724711182121,0.0,0.0,29.773902541957796,4a43f7c8c8703ef1529c6aae91fcaa6bfc116e4932ed59f78e62198cf97181b6
stable_control,20009,ramp_rate,0.28486342871701886,0.324011983599267,0.324011983599267,1.0,0.0,0.0,0.0,1.8943673408822908,5.568214455116237,0.9625,0.01631247089237118,0.0875,0.0,0.99375,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0276253777849405,0.0,0.0,30.03590458398685,16bd9933c3095e48f075922dbfc17849f2c5a5d2e89eca7238b66eab6a6f0e63
stable_control,20010,ramp_rate,0.27429324317722276,0.3130547224867193,0.3130547224867193,1.0,0.0,0.0,0.0,1.7448378927843453,5.456874798747433,0.9625,0.012334136221215554,0.09375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8875113721353654,0.0,0.0,29.622813625028357,3efdbfee3770bfaf227b915ce69d4824dd522113a6bd8d04c8468231285c9ec5
stable_control,20011,ramp_rate,0.2712739822659088,0.30880400291493315,0.30880400291493315,1.0,0.0,0.0,0.0,1.7674220225938568,6.046400329049902,0.94375,0.011400387392056996,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7749503017153565,0.0,0.0,30.2582538749557,e686b9581a2f030f5c195115b0947be5366819981404642c671b69097bd4bdeb
stable_control,20012,ramp_rate,0.2536061041763328,0.2819402099200254,0.2819402099200254,1.0,0.0,0.0,0.0,1.4591028651962885,4.220406086971337,0.99375,0.011428128159749357,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01875,0.7619713609472466,0.0,0.0,30.13344308291562,836729f1ceafa61a8e121bf08fedd7c837f967bcd5d73f10947ae9d373f9bc92
stable_control,20013,ramp_rate,0.29436078617361755,0.32866128065437683,0.32866128065437683,1.0,0.0,0.0,0.0,1.9944652272834678,5.9824324302928,0.95625,0.012800353567499062,0.05625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01875,0.8471072038601861,0.0,0.0,30.31057183397934,e3920a01d2aaf2448519d358b143fc0e21e3b340dd6149ff3da22f6a7caa4f25
stable_control,20014,ramp_rate,0.2839239260795686,0.31214056696221765,0.31214056696221765,1.0,0.0,0.0,0.0,1.8051300498927945,4.851984207858456,0.98125,0.011626643275107576,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8184352394591583,0.0,0.0,30.81165249994956,9549db86c09743a4f4d462029ef2ef06ee744fe462c9ceb74147f660d9c098e3
stable_control,20015,ramp_rate,0.2826485190461138,0.3139910398203796,0.3139910398203796,0.99375,0.0,0.00625,0.0,1.8285249116739564,6.101121433469537,0.9375,0.01398805569277431,0.08125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00625,0.9119248642611707,0.0,0.0,30.636964208912104,55123d463b2bdd05bf4592baf1f824898d35a3b649a38c88380b2682b2d7172d
stable_control,20016,ramp_rate,0.28523328054378194,0.31866583257196085,0.31866583257196085,1.0,0.0,0.0,0.0,1.8437343952112921,4.987499491944663,0.98125,0.014571592888185353,0.1125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0817098792391058,0.0,0.0,29.91224520886317,39ad4ec9def956be2babc10b41905432e37b107e85d93a911413f401b54b101b
stable_control,20017,ramp_rate,0.27000897387509,0.3090994716088726,0.3090994716088726,1.0,0.0,0.0,0.0,1.6821973221163433,4.615535627061273,0.96875,0.011767275102190689,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9942665472291765,0.0,0.0,29.94187487498857,d040a7fcb11c0a8d0b4a2eafc986565f95b0987d7e39fa7e61c1b2103ba30132
stable_control,20018,ramp_rate,0.2674865315363551,0.30314970202505603,0.30314970202505603,1.0,0.0,0.0,0.0,1.643134572682761,4.369564998091326,0.98125,0.016855688557485433,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0778705921903449,0.0,0.0,29.8655247092247,a9a7995cf822fa4519b8636b47f4933a78458a7aee55e0222fa7011cbab01223
stable_control,20019,ramp_rate,0.2841543266093064,0.3231894913057375,0.3231894913057375,1.0,0.0,0.0,0.0,1.9071543866920186,6.186294314418467,0.94375,0.012550552381246768,0.1125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0125,1.0175787450122207,0.0,0.0,29.958337417105213,ac661382c0546fa31959ff75bc0085cff3d2e18cd84b4d8d96b8201ba9d62949
stable_control,20020,ramp_rate,0.24768518854865706,0.2846197085280038,0.2846197085280038,1.0,0.0,0.0,0.0,1.4749948692166979,4.543690892144375,0.975,0.013044257841656517,0.08125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0473339579103036,0.0,0.0,30.244326333049685,0fc588737ea534c06995e0a67c633b4ecf0f6b4f6d36ac84102cd835cb678bea
stable_control,20021,ramp_rate,0.2519071659030205,0.2949027524415933,0.2949027524415933,1.0,0.0,0.0,0.0,1.474638572577963,5.196797696836777,0.9625,0.010489369859445919,0.06875,0.0,0.99375,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6857012817424505,0.0,0.0,30.3710199999623,647a09ab98da04e68535691514e5617c1f9b144bb02383bf16234f69b547e2fd
stable_control,20022,ramp_rate,0.2766179956011019,0.3073220580460141,0.3073220580460141,1.0,0.0,0.0,0.0,1.7085043575339978,4.112453972451628,0.975,0.013929701622686136,0.1125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8198143010031433,0.0,0.0,31.00276912515983,bdfbff98a9e639391f1474aa523b3f8b0890e4d81008802c3bb5383dcceb898d
stable_control,20023,ramp_rate,0.2752073537905235,0.309138912517693,0.309138912517693,1.0,0.0,0.0,0.0,1.773779385585034,5.1008327955819945,0.9625,0.012558544391826913,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01875,1.1106450075771632,0.0,0.0,31.079013040987775,a5f2b5e15a7ec4cb005fad3b9a2bc88f2cef02de10483c4d3240fd0bc2cd326b
stable_control,20024,ramp_rate,0.2784754513520652,0.3147558326083805,0.3147558326083805,1.0,0.0,0.0,0.0,1.805815111799853,5.868515211453206,0.95,0.011988939234814155,0.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01875,1.0145495631418797,0.0,0.0,29.753294040914625,d3153614d8968eb645ea6eb77a71ec9c273373bbbac3b5b8f069511b9b1053cb
stable_control,20025,ramp_rate,0.29293823950227205,0.32912554222694324,0.32912554222694324,1.0,0.0,0.0,0.0,1.924144458774181,5.288612598192657,0.9625,0.01390888919882429,0.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8236524997709267,0.0,0.0,29.662870124913752,0958134e3d9b0f1508afd09e905a9bae1d5b1d2997400543ba0444ef9de52ed2
stable_control,20026,ramp_rate,0.287798115245664,0.33044541156471624,0.33044541156471624,1.0,0.0,0.0,0.0,1.9156648191894348,6.38146022258016,0.9375,0.011066157520468047,0.08125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9677278349269848,0.0,0.0,30.099561458919197,2490cafec0972dcfd35125435b8ad4d5f2162b90b4750942d6e0737fcfa78f94
stable_control,20027,ramp_rate,0.2664870220463772,0.3039058871653396,0.3039058871653396,1.0,0.0,0.0,0.0,1.723813527434438,5.375026440280441,0.96875,0.012311178099093906,0.05625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7882931615216296,0.0,0.0,30.29991766694002,cb5e8ad4fd32c2ce506e42ff71904d3c35b6374449779093e14a8d7abd39d9a3
stable_control,20028,ramp_rate,0.24705401586582149,0.27344432632179955,0.27344432632179955,1.0,0.0,0.0,0.0,1.3734036667614626,3.659528434154018,1.0,0.011577509604503813,0.09375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.801364649182784,0.0,0.0,30.3330134160351,ee075db1d98c9d20a0be4ef4d37ca298af1c5349aaedb78ac0f2609159e83e22
stable_control,20029,ramp_rate,0.27124508123757357,0.30229424946117167,0.30229424946117167,1.0,0.0,0.0,0.0,1.653484947292272,4.497987175504536,0.975,0.010443876944380502,0.0625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0468499133402687,0.0,0.0,30.375211165985093,ef55670554399519712a37d290dedb48eccf2c9685fde2328f969a11475ac73f
stable_control,20030,ramp_rate,0.2991780195289145,0.3424032451962453,0.3424032451962453,1.0,0.0,0.0,0.0,2.1662030507129346,6.467603647262544,0.93125,0.013120524633298145,0.09375,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.901410712283198,0.0,0.0,30.7459118750412,a45b40d8c602860c4c8ca92226d8236f3860d873e64615ba646fa3c091e71010
stable_control,20031,ramp_rate,0.27705678392234645,0.30667878853439845,0.30667878853439845,1.0,0.0,0.0,0.0,1.7300509206556924,4.950875501780054,0.9625,0.013059808507910092,0.0625,0.0,0.99375,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8764163219297343,0.0,0.0,30.6946730830241,cf81dd16d1c7ad682c56ad46bdfdfd1f17a2a32e6047651d4b7ebce5284795e7
stable_control,20032,ramp_rate,0.2803810967626233,0.31534178023557613,0.31534178023557613,1.0,0.0,0.0,0.0,1.7993060667782441,5.347470004696443,0.96875,0.013612408977385828,0.0875,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00625,0.9562920440503533,0.0,0.0,29.776095541892573,72395e35fcef921493ac15519ba79e39672252b28f845208a2dd910b05578168
stable_control,20033,ramp_rate,0.26660770646950527,0.28504793213942137,0.28504793213942137,0.9875,0.0,0.0125,0.0,1.4547748949874793,3.899501919489828,0.98125,0.01614028996342151,0.1125,0.0,0.99375,0.0,0.0,0.9982421880649393,0.55,0.0,0.0,0.0,0.0,0.0,1.3677696610376127,0.0,0.0,30.067429041024297,05241236ff434185056ad9fa7d88c5fd5a3f1cf4e889ac8aaf928383c2f9bead
stable_control,20034,ramp_rate,0.26778924025776296,0.3035337939598434,0.3035337939598434,1.0,0.0,0.0,0.0,1.6513143747695918,4.8287235555802,0.9875,0.011912853827956978,0.08125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03125,0.9469389865015068,0.0,0.0,30.12065716716461,c88e263e2e0e1232ed7f05cbc94f298228b53e090193393b67472feeb9b3cbff
stable_control,20035,ramp_rate,0.2862256292129093,0.32606540009617446,0.32606540009617446,1.0,0.0,0.0,0.0,1.9587635038027353,5.920051343740889,0.95,0.014971085451590923,0.08125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8488092007994315,0.0,0.0,30.11417429195717,4d14ed5a84d7a76aa0a75ae3898f02648d8ffea306a9516ce38906b81300414f
stable_control,20036,ramp_rate,0.2706344139586129,0.30629685261589235,0.30629685261589235,1.0,0.0,0.0,0.0,1.695193532529709,4.818614813966791,0.96875,0.010423297615865778,0.0625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3085356654831406,0.0,0.0,30.164913167012855,1025329412487edcb2ec915c2b0d237d681a965f6b95813d5b0087acff99088c
stable_control,20037,ramp_rate,0.2597242755581711,0.28965937372613443,0.28965937372613443,1.0,0.0,0.0,0.0,1.5561074616705965,4.34638292748514,0.99375,0.012327836439257353,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8867486559204739,0.0,0.0,30.392067458014935,ec5ba17aa057a4b6e37e0c90b1bcd5c9699ec2ec586d7dda13dd5fd9d1583a6c
stable_control,20038,ramp_rate,0.2507684502164853,0.2830902980998705,0.2830902980998705,1.0,0.0,0.0,0.0,1.4554395464512553,4.791415956312869,0.98125,0.011345163937718908,0.075,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.135638688828187,0.0,0.0,30.79152062512003,fa8ff1795eb897d3d2eb3f0f7f08f88ac719145d8d21b6f9106d9d8e9d46b370
stable_control,20039,ramp_rate,0.28679902667897766,0.32129532857040566,0.32129532857040566,1.0,0.0,0.0,0.0,1.8340845160215031,5.0793626366989075,0.975,0.012423223654846575,0.075,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0843168033180777,0.0,0.0,30.608461417024955,5858c2c5eb8b7415e47603a0881e36130a1e825ebac915a35ccaed4f09ccc4a4
stable_control,20000,influence_budget,0.2869834374221817,0.32079457194009886,0.32079457194009886,1.0,0.0,0.0,0.0,1.903861336413194,5.238877860845906,0.975,0.012239875554853154,0.09375,0.0,1.0,0.00625,0.0,1.0,1.0,0.008223723716970567,0.0,0.0,0.0,0.0,0.8727470610075578,0.0,0.0,30.468409833032638,0d2f2a71f145f6b2a7a2a065ba7d41d1333023fb49e1c2ff4d9a8751ce345740
stable_control,20001,influence_budget,0.26023245529698763,0.2980584285866734,0.2980584285866734,1.0,0.0,0.0,0.0,1.5509454783510381,4.149900773291518,0.975,0.011058827489012196,0.0875,0.0,1.0,0.00625,0.0,1.0,1.0,0.006195896226997987,0.0,0.0,0.0,0.0,0.8829990577960807,0.0,0.0,30.041777041042224,dfdf705ea951f7261237cd7feb664dc3154ec4b40c94755f06e1eda62c7850df
stable_control,20002,influence_budget,0.28238373716711895,0.3125078536480276,0.3125078536480276,0.9875,0.0,0.0125,0.0,1.7546075336503946,5.991676396294343,0.95,0.017895715286558315,0.11875,0.0,1.0,0.00625,0.0,1.0,1.0,0.00604366717678873,0.0,0.0,0.0,0.0,1.2301823121394058,0.0,0.0,30.82985083386302,2552af2856e6bc6a038904cdec3b21b57ec583f738d99bd656eb4d35178a2409
stable_control,20003,influence_budget,0.2613018039107262,0.3015938943442577,0.3015938943442577,1.0,0.0,0.0,0.0,1.6536212287684129,5.283095214148917,0.9625,0.015775778917750324,0.14375,0.0,0.99375,0.0,0.0,1.0,1.0,0.006252178686479243,0.0,0.0,0.0,0.0,0.66817267224814,0.0,0.0,29.58865633304231,0f52c9ed568adc906a7dca7d2af3852dc2b5b09bbf91655a4a10188dfff9d111
